crime,address,city,department,date,time
Burglary,400 block W Seneca Tpke,Syracuse,Syracuse,4/3/2016,4:49 a.m.
Burglary,400 block W Seneca Tpke,Syracuse,Syracuse,4/3/2016,4:45 a.m.-4:55 a.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,4/3/2016,5:10 p.m.-5:18 p.m.
Larceny,1100 block N Salina St,Syracuse,Syracuse,4/3/2016,4:52 a.m.
Larceny,200 block Wall St,Syracuse,Syracuse,4/3/2016,5:00 p.m.-4:00 p.m.
Aggravated assault,600 block N Geddes St,Syracuse,Syracuse,4/2/2016,1:13 a.m.
Aggravated assault,0 block Destiny Usa Dr,Syracuse,Syracuse,4/2/2016,4:40 p.m.
Aggravated assault,200 block Pacific Av,Syracuse,Syracuse,4/2/2016,5:33 p.m.
Aggravated assault,1800 block South Av,Syracuse,Syracuse,4/2/2016,7:44 p.m.
Burglary,300 block N Salina St,Syracuse,Syracuse,4/2/2016,8:03 a.m.
Burglary,800 block Erie Blvd W,Syracuse,Syracuse,4/2/2016,4:30 p.m.-10:15 a.m.
Burglary,200 block Cayuga St,Syracuse,Syracuse,4/2/2016,9:17 p.m.-9:40 p.m.
Larceny,5600 block Thompson Rd,DeWitt,DeWitt,4/2/2016,7:00 a.m.
Larceny,100 block Old Liverpool Rd,Liverpool,Onondaga County,4/2/2016,1:19 p.m.-3:31 p.m.
Larceny,400 block Electronics Pkwy,Liverpool,Onondaga County,4/2/2016,2:55 p.m.
Larceny,300 block Prospect Av,Syracuse,Syracuse,4/2/2016,8:00 p.m.-11:00 p.m.
Vehicle theft,700 block Livingston Av,Syracuse,Syracuse,4/2/2016,8:50 p.m.-11:30 p.m.
Burglary,300 block Green St,Syracuse,Syracuse,4/1/2016,9:00 p.m.-7:00 a.m.
Burglary,100 block Whitwell Dr,Syracuse,Syracuse,4/1/2016,4:40 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,4/1/2016,6:30 p.m.-6:45 p.m.
Larceny,2800 block Brewerton Rd,Mattydale,Onondaga County,4/1/2016,1:30 p.m.
Larceny,400 block Kirkpatrick St,Syracuse,Syracuse,4/1/2016,2:30 a.m.-2:38 a.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,4/1/2016,9:50 a.m.
Larceny,1100 block S Geddes St,Syracuse,Syracuse,4/1/2016,9:27 a.m.
Larceny,500 block Butternut St,Syracuse,Syracuse,4/1/2016,5:00 p.m.-5:30 p.m.
Larceny,100 block Simon Dr,Syracuse,Syracuse,4/1/2016,11:21 a.m.
Robbery,100 block Sabine St,Syracuse,Syracuse,4/1/2016,3:05 a.m.
Aggravated assault,300 block Oakwood Av,Syracuse,Syracuse,3/31/2016,2:14 p.m.
Aggravated assault,1000 block N Townsend St,Syracuse,Syracuse,3/31/2016,7:20 p.m.
Aggravated assault,2000 block E Genesee St,Syracuse,Syracuse,3/31/2016,11:25 p.m.
Burglary,4300 block Plantation Blvd,Liverpool,Onondaga County,3/31/2016,11:14 p.m.
Burglary,100 block Wood Av,Syracuse,Syracuse,3/31/2016,1:20 p.m.-2:30 p.m.
Burglary,100 block Beattie St,Syracuse,Syracuse,3/31/2016,2:00 p.m.-5:00 p.m.
Larceny,8100 block Toscano Dr,Clay,Onondaga County,3/31/2016,12:00 a.m.-6:00 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,3/31/2016,12:45 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Geddes,3/31/2016,3:00 p.m.-9:16 a.m.
Larceny,100 block Julian Pl,Syracuse,Syracuse,3/31/2016,5:00 p.m.-5:15 p.m.
Larceny,400 block S Warren St,Syracuse,Syracuse,3/31/2016,6:00 p.m.
Larceny,200 block N State St,Syracuse,Syracuse,3/31/2016,12:00 p.m.
Larceny,300 block Burt St,Syracuse,Syracuse,3/31/2016,9:00 p.m.
Robbery,200 block Hubbell Av,Syracuse,Syracuse,3/31/2016,10:25 p.m.
Aggravated assault,300 block South Av,Syracuse,Syracuse,3/30/2016,5:41 p.m.
Aggravated assault,1400 block Midland Av,Syracuse,Syracuse,3/30/2016,8:34 p.m.
Aggravated assault,700 block Irving Av,Syracuse,Syracuse,3/30/2016,9:35 p.m.
Burglary,900 block Ackerman Av,Syracuse,Syracuse,3/30/2016,12:17 p.m.
Burglary,700 block Bear St,Syracuse,Syracuse,3/30/2016,4:30 p.m.-4:45 p.m.
Larceny,9600 block Linda Av,Brewerton,Cicero,3/30/2016,12:00 p.m.-9:07 p.m.
Larceny,3800 block St Rt 31,Clay,Onondaga County,3/30/2016,11:15 a.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,3/30/2016,3:18 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Onondaga County,3/30/2016,1:44 a.m.
Larceny,100 block Valley Dr,Syracuse,Syracuse,3/30/2016,1:33 p.m.
Larceny,5900 block E Taft Rd,Syracuse,Onondaga County,3/30/2016,12:01 a.m.-3:00 p.m.
Larceny,500 block Butternut St,Syracuse,Syracuse,3/30/2016,4:27 p.m.-4:32 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/30/2016,12:00 p.m.
Larceny,2300 block W Genesee St,Syracuse,Solvay,3/30/2016,5:00 p.m.
Larceny,400 block Salt Springs Rd,Syracuse,Syracuse,3/30/2016,7:00 p.m.-3:45 p.m.
Robbery,200 block Seneca Dr,Syracuse,Syracuse,3/30/2016,5:00 p.m.
Aggravated assault,200 block Herkimer St,Syracuse,Syracuse,3/29/2016,9:55 a.m.
Aggravated assault,600 block N Geddes St,Syracuse,Syracuse,3/29/2016,5:00 p.m.-9:03 p.m.
Burglary,1400 block W Genesee St,Syracuse,Syracuse,3/29/2016,5:00 p.m.-8:00 a.m.
Burglary,6100 block Court Street Rd,Syracuse,DeWitt,3/29/2016,7:20 p.m.-6:13 a.m.
Burglary,800 block E Brighton Av,Syracuse,Syracuse,3/29/2016,8:30 a.m.-9:30 a.m.
Burglary,100 block Charmouth Dr,Syracuse,Syracuse,3/29/2016,8:00 p.m.-5:00 a.m.
Larceny,5300 block W Genesee St,Camillus,Onondaga County,3/29/2016,1:04 p.m.
Larceny,300 block Volney Dr,North Syracuse,Onondaga County,3/29/2016,8:00 p.m.-8:55 a.m.
Larceny,5600 block Bear Rd,North Syracuse,Onondaga County,3/29/2016,4:30 p.m.
Larceny,100 block Shop City Plz,Syracuse,Onondaga County,3/29/2016,11:45 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/29/2016,11:51 a.m.
Larceny,1800 block E Fayette St,Syracuse,Syracuse,3/29/2016,11:30 p.m.-10:00 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/29/2016,2:29 p.m.
Larceny,700 block First North St,Syracuse,Syracuse,3/29/2016,4:15 p.m.
Larceny,700 block First North St,Syracuse,Syracuse,3/29/2016,5:06 p.m.
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,3/29/2016,6:00 p.m.-6:09 p.m.
Larceny,300 block N Beech St,Syracuse,Syracuse,3/29/2016,9:40 p.m.
Larceny,100 block Lafayette Rd,Syracuse,Syracuse,3/29/2016,6:25 p.m.
Larceny,400 block Boyden St,Syracuse,Syracuse,3/29/2016,9:45 p.m.
Larceny,100 block Swansea Dr,Syracuse,Syracuse,3/29/2016,7:25 a.m.-3:25 p.m.
Robbery,200 block Seeley Rd,Syracuse,Syracuse,3/29/2016,2:59 a.m.
Robbery,200 block Fitch St,Syracuse,Syracuse,3/29/2016,6:47 p.m.
Vehicle theft,600 block E Division St,Syracuse,Syracuse,3/29/2016,9:30 p.m.
Aggravated assault,100 block Foxboro Rd,Syracuse,Syracuse,3/28/2016,10:54 p.m.
Burglary,200 block Dutton Av,Nedrow,Onondaga County,3/28/2016,12:30 a.m.-3:00 a.m.
Burglary,700 block Park Av,Syracuse,Syracuse,3/28/2016,10:00 p.m.-6:00 a.m.
Burglary,300 block Crawford Av,Syracuse,Syracuse,3/28/2016,12:00 p.m.-12:40 p.m.
Burglary,300 block Scott Av,Syracuse,Syracuse,3/28/2016,9:30 a.m.-5:20 p.m.
Burglary,700 block Park Av,Syracuse,Syracuse,3/28/2016,7:45 a.m.-8:30 p.m.
Larceny,7000 block Manlius Center Rd,East Syracuse,Manlius,3/28/2016,2:35 p.m.-2:40 p.m.
Larceny,4200 block James St,East Syracuse,DeWitt,3/28/2016,3:25 p.m.-3:27 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,3/28/2016,9:00 p.m.
Larceny,8200 block Cazenovia Rd,Manlius,Manlius,3/28/2016,4:30 p.m.-8:18 a.m.
Larceny,300 block Comstock Av,Syracuse,Syracuse,3/28/2016,12:00 a.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Geddes,3/28/2016,11:07 a.m.
Larceny,300 block Gifford St,Syracuse,Syracuse,3/28/2016,1:05 p.m.
Larceny,2100 block W Genesee St,Syracuse,Solvay,3/28/2016,1:40 p.m.
Larceny,2100 block W Genesse St,Syracuse,Solvay,3/28/2016,2:43 p.m.
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,3/28/2016,3:48 p.m.
Larceny,4600 block Onondaga Blvd,Syracuse,Geddes,3/28/2016,4:10 p.m.-4:15 p.m.
Larceny,1300 block Milton Av,Syracuse,Solvay,3/28/2016,10:00 a.m.-3:00 p.m.
Larceny,700 block Comstock Av,Syracuse,Syracuse,3/28/2016,1:00 a.m.-2:00 a.m.
Larceny,2100 block W Genesse St,Syracuse,Solvay,3/28/2016,5:40 p.m.
Larceny,1900 block W Genesee St,Syracuse,Syracuse,3/28/2016,6:00 p.m.
Larceny,500 block Melrose Av,Syracuse,Syracuse,3/28/2016,6:30 p.m.
Larceny,3300 block Cessna Dr,Warners,Onondaga County,3/28/2016,12:00 p.m.-1:00 p.m.
Robbery,400 block W Onondaga St,Syracuse,Syracuse,3/28/2016,8:43 p.m.
Vehicle theft,100 block Maple Ter,Syracuse,Syracuse,3/28/2016,6:05 p.m.
Aggravated assault,600 block N Salina St,Syracuse,Syracuse,3/27/2016,12:48 a.m.
Aggravated assault,100 block Berger Av,Syracuse,Syracuse,3/27/2016,4:51 a.m.
Aggravated assault,300 block Hudson St,Syracuse,Syracuse,3/27/2016,1:00 a.m.
Aggravated assault,800 block Teall Av,Syracuse,Syracuse,3/27/2016,4:20 a.m.
Aggravated assault,1200 block S State St,Syracuse,Syracuse,3/27/2016,10:07 p.m.
Aggravated assault,300 block Mountainview Av,Syracuse,Syracuse,3/27/2016,10:00 p.m.-10:26 p.m.
Arson,100 block W Lafayette Av,Syracuse,Syracuse,3/27/2016,1:40 p.m.
Burglary,3700 block Route 20,Marietta,Onondaga County,3/27/2016,2:30 p.m.-4:30 p.m.
Burglary,500 block Westmoreland Av,Syracuse,Syracuse,3/27/2016,1:30 p.m.-3:30 p.m.
Burglary,1000 block S Clinton St,Syracuse,Syracuse,3/27/2016,10:46 p.m.
Burglary,800 block S State St,Syracuse,Syracuse,3/27/2016,7:00 p.m.
Burglary,200 block Leavenworth Av,Syracuse,Syracuse,3/27/2016,5:00 p.m.
Larceny,6700 block Serah Ln,Jamesville,DeWitt,3/27/2016,11:00 p.m.-9:30 a.m.
Larceny,300 block Fifth St,Liverpool,Liverpool,3/27/2016,9:31 a.m.
Larceny,100 block N Geddes St,Syracuse,Syracuse,3/27/2016,8:10 a.m.
Larceny,100 block Fage Av,Syracuse,Syracuse,3/27/2016,11:15 a.m.-12:00 p.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,3/27/2016,8:04 p.m.
Larceny,1000 block S Salina St,Syracuse,Syracuse,3/27/2016,9:56 p.m.
Larceny,100 block Josephine St,Syracuse,Syracuse,3/27/2016,5:30 p.m.-7:00 p.m.
Larceny,100 block Fernwood Av,Syracuse,Syracuse,3/27/2016,1:00 a.m.-5:00 a.m.
Larceny,100 block Intrepid Ln,Syracuse,Syracuse,3/27/2016,5:55 p.m.
Larceny,3000 block James St,Syracuse,Onondaga County,3/27/2016,3:35 p.m.
Larceny,100 block Elmhurst Av,Syracuse,Syracuse,3/27/2016,10:35 p.m.-7:35 a.m.
Larceny,300 block Comstock Av,Syracuse,Syracuse,3/27/2016,2:30 a.m.-1:30 p.m.
Murder,300 block Tioga St,Syracuse,Syracuse,3/27/2016,7:43 p.m.
Robbery,200 block Woodbine Av,Syracuse,Syracuse,3/27/2016,1:55 a.m.-1:57 a.m.
Vehicle theft,1300 block Butternut St,Syracuse,Syracuse,3/27/2016,12:00 p.m.-2:30 p.m.
Aggravated assault,200 block Grant Av,Syracuse,Syracuse,3/26/2016,1:00 p.m.
Aggravated assault,400 block Union Pl,Syracuse,Syracuse,3/26/2016,10:37 p.m.
Aggravated assault,100 block Croton Ter,Syracuse,Syracuse,3/26/2016,11:21 p.m.
Burglary,4500 block James St,East Syracuse,DeWitt,3/26/2016,8:30 a.m.-2:45 p.m.
Burglary,2400 block Case Hill Rd,Lafayette,Onondaga County,3/26/2016,12:00 p.m.-3:00 p.m.
Burglary,1000 block S Geddes St,Syracuse,Syracuse,3/26/2016,5:10 a.m.-5:12 a.m.
Burglary,200 block Euclid Av,Syracuse,Syracuse,3/26/2016,12:30 a.m.-2:45 a.m.
Burglary,100 block Shop City Plz,Syracuse,Onondaga County,3/26/2016,9:20 p.m.-6:00 a.m.
Burglary,100 block Kandace St,Syracuse,Syracuse,3/26/2016,10:00 a.m.-9:00 a.m.
Burglary,0 block Destiny Usa Dr,Syracuse,Syracuse,3/26/2016,11:57 p.m.-12:15 a.m.
Larceny,5300 block Ledge Stone Dr,Brewerton,Cicero,3/26/2016,6:00 p.m.-9:00 a.m.
Larceny,7900 block Brewerton Rd,Cicero,Onondaga County,3/26/2016,8:30 a.m.
Larceny,100 block Towne Dr,Fayetteville,Manlius,3/26/2016,4:30 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,3/26/2016,4:15 p.m.
Larceny,8700 block Dell Center Dr,Liverpool,Onondaga County,3/26/2016,6:20 p.m.
Larceny,200 block E Roswell Av,Nedrow,Onondaga County,3/26/2016,11:30 p.m.-9:00 a.m.
Larceny,9500 block Destiny Usa Dr,Syracuse,Syracuse,3/26/2016,12:40 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,3/26/2016,1:13 p.m.
Larceny,6300 block Thompson Rd,Syracuse,DeWitt,3/26/2016,8:34 a.m.
Larceny,0 block Ponderosa Dr,Syracuse,Onondaga County,3/26/2016,2:30 p.m.-1:23 p.m.
Larceny,200 block Nichols Av,Syracuse,Syracuse,3/26/2016,6:50 p.m.
Larceny,1700 block Erie Blvd E,Syracuse,Syracuse,3/26/2016,11:00 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/26/2016,8:45 a.m.-11:05 a.m.
Larceny,800 block S Townsend St,Syracuse,Syracuse,3/26/2016,10:00 p.m.-11:45 p.m.
Vehicle theft,5100 block Winterton Dr,Fayetteville,DeWitt,3/26/2016,9:00 p.m.-9:30 a.m.
Vehicle theft,700 block Valley Dr,Syracuse,Syracuse,3/26/2016,11:00 p.m.-10:00 a.m.
Aggravated assault,200 block Lincoln Av,Syracuse,Syracuse,3/25/2016,10:33 p.m.
Burglary,2400 block Route 11A,Lafayette,Onondaga County,3/25/2016,9:00 p.m.-4:30 a.m.
Burglary,300 block Rockwell Rd,Nedrow,Onondaga County,3/25/2016,9:00 p.m.-6:00 a.m.
Burglary,200 block King St,Syracuse,Syracuse,3/25/2016,10:30 p.m.-10:30 a.m.
Burglary,1200 block Harrison St,Syracuse,Syracuse,3/25/2016,8:00 a.m.-12:00 p.m.
Burglary,200 block Stonefield Rd,Syracuse,Onondaga County,3/25/2016,8:30 p.m.-8:00 a.m.
Burglary,200 block Lakeland Av,Syracuse,Geddes,3/25/2016,9:00 a.m.-7:00 p.m.
Burglary,300 block Pleasantview Av,Syracuse,Syracuse,3/25/2016,9:00 a.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,3/25/2016,6:12 p.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,3/25/2016,1:35 p.m.-1:49 p.m.
Larceny,6600 block Old Collamer Rd S,East Syracuse,DeWitt,3/25/2016,7:45 p.m.-11:30 p.m.
Larceny,500 block Towne Dr,Fayetteville,Manlius,3/25/2016,11:00 a.m.
Larceny,700 block Old Liverpool Rd,Liverpool,Onondaga County,3/25/2016,10:30 a.m.
Larceny,3800 block Brewerton Rd,North Syracuse,Onondaga County,3/25/2016,10:55 a.m.
Larceny,700 block E Division St,Syracuse,Syracuse,3/25/2016,7:30 a.m.
Larceny,100 block Shop City Plz,Syracuse,Onondaga County,3/25/2016,1:22 p.m.
Larceny,2700 block S Salina St,Syracuse,Syracuse,3/25/2016,4:05 p.m.-4:21 p.m.
Larceny,400 block Butternut St,Syracuse,Syracuse,3/25/2016,7:20 p.m.
Larceny,700 block First North St,Syracuse,Syracuse,3/25/2016,1:47 p.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,3/25/2016,8:46 p.m.
Larceny,4600 block Onondaga Blvd,Syracuse,Geddes,3/25/2016,9:00 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,3/25/2016,11:50 p.m.
Larceny,700 block E Genesee St,Syracuse,Syracuse,3/25/2016,8:00 p.m.-7:30 a.m.
Robbery,900 block S Salina St,Syracuse,Syracuse,3/25/2016,7:15 p.m.
Robbery,3600 block James St,Syracuse,Syracuse,3/25/2016,12:21 p.m.
Robbery,100 block Swansea Dr,Syracuse,Syracuse,3/25/2016,9:57 p.m.
Burglary,7100 block Ferstler Rd,Kirkville,Manlius,3/24/2016,3:45 p.m.-8:30 p.m.
Burglary,100 block Pond Ln,Syracuse,Syracuse,3/24/2016,6:00 a.m.-1:33 p.m.
Larceny,0 block W Genesee St,Baldwinsville,Baldwinsville,3/24/2016,9:30 p.m.
Larceny,0 block Genesee St,Camillus,Camillus,3/24/2016,11:57 p.m.-12:05 a.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,3/24/2016,3:40 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,3/24/2016,5:55 p.m.
Larceny,7000 block Airways Park Dr,East Syracuse,DeWitt,3/24/2016,4:30 p.m.-10:00 a.m.
Larceny,4200 block James St,East Syracuse,DeWitt,3/24/2016,3:40 p.m.-3:48 p.m.
Larceny,100 block Towne Dr,Fayetteville,Manlius,3/24/2016,12:00 p.m.-11:30 a.m.
Larceny,7600 block Highbridge Rd,Manlius,Manlius,3/24/2016,5:50 p.m.
Larceny,3700 block Brewerton Rd,North Syracuse,Onondaga County,3/24/2016,11:00 p.m.-11:10 p.m.
Larceny,100 block Martin St,Syracuse,Syracuse,3/24/2016,7:00 p.m.-9:00 a.m.
Larceny,400 block James St,Syracuse,Syracuse,3/24/2016,4:25 a.m.-4:35 a.m.
Larceny,2100 block E Fayette St,Syracuse,Syracuse,3/24/2016,10:00 p.m.-9:00 a.m.
Larceny,500 block W Fayette St,Syracuse,Syracuse,3/24/2016,9:00 a.m.
Larceny,500 block Westcott St,Syracuse,Syracuse,3/24/2016,8:35 p.m.
Larceny,4200 block W Genesee St,Syracuse,Camillus,3/24/2016,6:10 p.m.-6:20 p.m.
Larceny,200 block W Jefferson St,Syracuse,Syracuse,3/24/2016,11:50 a.m.
Larceny,400 block Granville St,Syracuse,Onondaga County,3/24/2016,3:00 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/24/2016,4:35 p.m.-5:00 p.m.
Robbery,100 block Burdick Av,Syracuse,Syracuse,3/24/2016,9:35 p.m.
Robbery,1600 block South Av,Syracuse,Onondaga County,3/24/2016,12:58 p.m.
Robbery,700 block First North St,Syracuse,Syracuse,3/24/2016,8:50 p.m.
Aggravated assault,2800 block S Salina St,Syracuse,Syracuse,3/23/2016,10:03 p.m.
Burglary,7500 block E Taft Rd,East Syracuse,Cicero,3/23/2016,4:00 p.m.-8:20 a.m.
Burglary,6400 block Basile Row,East Syracuse,DeWitt,3/23/2016,6:38 p.m.
Burglary,400 block Rich St,Syracuse,Syracuse,3/23/2016,4:00 p.m.-8:00 a.m.
Burglary,1600 block Bellevue Av,Syracuse,Syracuse,3/23/2016,6:30 p.m.
Burglary,1400 block S State St,Syracuse,Syracuse,3/23/2016,10:58 p.m.-11:18 p.m.
Burglary,4900 block S Salina St,Syracuse,Syracuse,3/23/2016,12:00 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/23/2016,4:15 p.m.
Larceny,7100 block Kendall Dr E,East Syracuse,Manlius,3/23/2016,12:00 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,3/23/2016,7:34 p.m.
Larceny,100 block W Seneca St,Manlius,Manlius,3/23/2016,11:19 a.m.-12:19 p.m.
Larceny,200 block E Molloy Rd,Mattydale,Onondaga County,3/23/2016,12:39 p.m.-2:40 p.m.
Larceny,300 block Leonard Av,Syracuse,Onondaga County,3/23/2016,9:30 p.m.-5:00 a.m.
Larceny,300 block S Salina St,Syracuse,Syracuse,3/23/2016,8:30 a.m.
Larceny,700 block Bear St,Syracuse,Syracuse,3/23/2016,3:45 p.m.
Larceny,900 block Park Av,Syracuse,Syracuse,3/23/2016,1:45 p.m.-5:42 p.m.
Larceny,300 block Gertrude St,Syracuse,Syracuse,3/23/2016,10:10 p.m.-10:14 p.m.
Larceny,1300 block Highland St,Syracuse,Syracuse,3/23/2016,10:00 p.m.-6:00 a.m.
Larceny,4100 block E Genesee St,Syracuse,Syracuse,3/23/2016,2:35 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/23/2016,10:29 a.m.
Larceny,400 block Tracy St,Syracuse,Syracuse,3/23/2016,1:40 p.m.
Larceny,500 block Butternut St,Syracuse,Syracuse,3/23/2016,11:15 a.m.
Larceny,700 block E Genesee St,Syracuse,Syracuse,3/23/2016,11:45 p.m.
Robbery,3600 block Erie Blvd E,DeWitt,DeWitt,3/23/2016,3:01 p.m.-3:13 p.m.
Robbery,200 block Tecumseh Rd,Syracuse,DeWitt,3/23/2016,10:20 a.m.
Robbery,600 block Court St,Syracuse,Syracuse,3/23/2016,7:15 p.m.
Robbery,300 block Union Pl,Syracuse,Syracuse,3/23/2016,7:46 p.m.
Robbery,800 block S Wilbur Av,Syracuse,Syracuse,3/23/2016,9:09 p.m.
Vehicle theft,200 block Walton St,Syracuse,Syracuse,3/23/2016,12:00 a.m.
Aggravated assault,1000 block James St,Syracuse,Syracuse,3/22/2016,1:30 p.m.
Burglary,2000 block E Fayette St,Syracuse,Syracuse,3/22/2016,8:00 p.m.-1:45 a.m.
Burglary,1000 block Westmoreland Av,Syracuse,Syracuse,3/22/2016,10:10 a.m.
Burglary,300 block W Fayette St,Syracuse,Syracuse,3/22/2016,11:00 a.m.
Burglary,300 block W Onondaga St,Syracuse,Syracuse,3/22/2016,9:59 a.m.
Burglary,2100 block E Fayette St,Syracuse,Syracuse,3/22/2016,10:50 p.m.-10:51 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/22/2016,7:39 p.m.
Larceny,100 block Trotters Ridge Run,Camillus,Camillus,3/22/2016,12:00 p.m.-7:44 p.m.
Larceny,3400 block Erie Blvd E,DeWitt,DeWitt,3/22/2016,2:30 p.m.-8:03 a.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,3/22/2016,5:49 p.m.
Larceny,1900 block Lodi St,Syracuse,Syracuse,3/22/2016,11:00 p.m.-6:58 a.m.
Larceny,1800 block W Genesee St,Syracuse,Syracuse,3/22/2016,9:19 a.m.
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,3/22/2016,10:40 a.m.
Larceny,4100 block S Salina St,Syracuse,Syracuse,3/22/2016,11:34 a.m.-11:41 a.m.
Larceny,2000 block Park St,Syracuse,Syracuse,3/22/2016,12:35 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/22/2016,7:20 p.m.
Larceny,2900 block E Genesee St,Syracuse,Syracuse,3/22/2016,7:52 p.m.-7:55 p.m.
Larceny,400 block S Wilbur Av,Syracuse,Syracuse,3/22/2016,4:53 p.m.
Larceny,1000 block N State St,Syracuse,Syracuse,3/22/2016,4:30 p.m.-8:00 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/22/2016,5:55 p.m.
Larceny,1000 block E Genesee St,Syracuse,Syracuse,3/22/2016,8:30 a.m.-9:30 a.m.
Larceny,1000 block James St,Syracuse,Syracuse,3/22/2016,12:26 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,3/22/2016,6:05 p.m.
Robbery,100 block Remington Av,Syracuse,Syracuse,3/22/2016,6:15 p.m.-6:17 p.m.
Aggravated assault,8200 block Cazenovia Rd,Manlius,Manlius,3/21/2016,3:22 p.m.
Aggravated assault,600 block S Geddes St,Syracuse,Syracuse,3/21/2016,5:35 p.m.
Arson,700 block Glenwood Av,Syracuse,Syracuse,3/21/2016,8:20 a.m.-8:39 a.m.
Burglary,7000 block Airways Park Dr,East Syracuse,DeWitt,3/21/2016,4:30 p.m.-7:00 a.m.
Burglary,200 block Lexington Av,Syracuse,Syracuse,3/21/2016,6:00 a.m.
Burglary,3000 block E Genesee St,Syracuse,Syracuse,3/21/2016,5:45 p.m.-7:00 a.m.
Burglary,100 block Dudley St,Syracuse,Syracuse,3/21/2016,3:32 a.m.-3:34 a.m.
Burglary,3500 block Walters Rd,Syracuse,Onondaga County,3/21/2016,9:17 a.m.
Burglary,3500 block Walters Rd,Syracuse,Onondaga County,3/21/2016,9:18 a.m.
Burglary,1000 block W Colvin St,Syracuse,Syracuse,3/21/2016,9:35 a.m.-2:20 p.m.
Burglary,200 block Lambreth Ln,Syracuse,Syracuse,3/21/2016,1:00 p.m.-12:00 p.m.
Larceny,6300 block Thompson Rd,East Syracuse,DeWitt,3/21/2016,5:20 p.m.
Larceny,6800 block Manlius Center Rd,East Syracuse,Onondaga County,3/21/2016,12:30 p.m.
Larceny,7600 block Oswego Rd,Liverpool,Onondaga County,3/21/2016,11:59 a.m.
Larceny,0 block Eynsford Rd,Liverpool,Onondaga County,3/21/2016,4:00 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,3/21/2016,11:36 a.m.
Larceny,200 block Seeley Rd,Syracuse,Syracuse,3/21/2016,8:00 a.m.-3:35 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Onondaga County,3/21/2016,6:39 p.m.
Larceny,200 block Hamilton St,Syracuse,Syracuse,3/21/2016,5:30 p.m.-6:00 p.m.
Larceny,1000 block Col Eileen Collins Blvd,Syracuse,Syracuse,3/21/2016,2:30 p.m.-3:11 p.m.
Larceny,600 block Nottingham Rd,Syracuse,DeWitt,3/21/2016,6:55 p.m.-7:05 p.m.
Robbery,1500 block W Genesee St,Syracuse,Syracuse,3/21/2016,12:30 p.m.
Aggravated assault,100 block Griffiths St,Syracuse,Syracuse,3/20/2016,11:25 a.m.
Aggravated assault,1100 block Teall Av,Syracuse,Syracuse,3/20/2016,11:10 p.m.
Burglary,300 block Oswego St,Syracuse,Syracuse,3/20/2016,3:41 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/20/2016,3:54 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,3/20/2016,4:27 a.m.
Larceny,5800 block E Circle Dr,Cicero,Onondaga County,3/20/2016,6:00 p.m.-5:00 p.m.
Larceny,5800 block E Circle Dr,Cicero,Onondaga County,3/20/2016,11:40 a.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,3/20/2016,1:00 p.m.-1:40 p.m.
Larceny,9100 block Whistling Swan Ln,Manlius,Manlius,3/20/2016,12:00 p.m.-9:00 a.m.
