crime,address,city,department,date,time
Larceny,100 block Erie Blvd E,Syracuse,Syracuse,12/28/2015,1:40 p.m.-4:00 p.m.
Larceny,900 block Maryland Av,Syracuse,Syracuse,12/28/2015,8:55 p.m.
Larceny,500 block Otisco St,Syracuse,Syracuse,12/28/2015,11:30 p.m.-6:00 a.m.
Larceny,100 block Erie Blvd E,Syracuse,Syracuse,12/28/2015,1:40 p.m.-4:00 p.m.
Larceny,900 block Maryland Av,Syracuse,Syracuse,12/28/2015,8:55 p.m.
Larceny,700 block First North St,Syracuse,Syracuse,12/28/2015,6:20 a.m.
Larceny,1100 block Erie Blvd E,Syracuse,Syracuse,12/28/2015,11:00 a.m.
Larceny,200 block Wall St,Syracuse,Syracuse,12/28/2015,11:00 a.m.-11:30 a.m.
Larceny,900 block James St,Syracuse,Syracuse,12/28/2015,4:00 p.m.
Larceny,4600 block Onondaga Blvd,Syracuse,Geddes,12/28/2015,11:00 a.m.
Larceny,100 block Freeman Av,Syracuse,Solvay,12/28/2015,1:20 p.m.-2:00 p.m.
Larceny,900 block Hiawatha Blvd W,Syracuse,Syracuse,12/28/2015,11:57 a.m.-12:36 p.m.
Larceny,500 block Bear St,Syracuse,Syracuse,12/28/2015,3:30 p.m.
Larceny,100 block Erie Blvd E,Syracuse,Syracuse,12/28/2015,1:45 p.m.-4:00 p.m.
Robbery,6100 block Southbay Rd,Cicero,Cicero,12/28/2015,8:25 p.m.
Robbery,3400 block Erie Blvd E,DeWitt,DeWitt,12/28/2015,10:39 a.m.
Aggravated assault,1500 block E Genesee St,Syracuse,Syracuse,12/27/2015,7:05 p.m.-7:20 p.m.
Aggravated assault,500 block W Onondaga St,Syracuse,Syracuse,12/27/2015,7:00 p.m.
Burglary,6900 block E Genesee St,Fayetteville,DeWitt,12/27/2015,6:00 p.m.-9:00 a.m.
Burglary,6800 block E Genesee St,Fayetteville,DeWitt,12/27/2015,12:30 a.m.
Burglary,100 block Parkview Av,Syracuse,Syracuse,12/27/2015,4:00 p.m.-1:25 p.m.
Burglary,400 block Westcott St,Syracuse,Syracuse,12/27/2015,8:00 a.m.-5:30 p.m.
Burglary,2100 block E Fayette St,Syracuse,Syracuse,12/27/2015,6:00 p.m.-4:00 p.m.
Burglary,2400 block Lodi St,Syracuse,Syracuse,12/27/2015,5:15 p.m.
Burglary,200 block Resseguie Dr,Syracuse,Onondaga County,12/27/2015,12:00 p.m.-3:00 p.m.
Burglary,2500 block Midland Av,Syracuse,Syracuse,12/27/2015,6:00 p.m.
Larceny,7900 block Brewerton Rd,Cicero,Cicero,12/27/2015,9:00 a.m.-2:00 p.m.
Larceny,400 block S Main St,North Syracuse,North Syracuse,12/27/2015,9:45 a.m.-11:00 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/27/2015,1:10 p.m.
Larceny,200 block Elk St,Syracuse,Syracuse,12/27/2015,11:40 p.m.-11:44 p.m.
Larceny,300 block W Newell St,Syracuse,Syracuse,12/27/2015,11:55 p.m.-11:56 p.m.
Larceny,1000 block Canal St,Syracuse,Syracuse,12/27/2015,10:00 a.m.
Larceny,1900 block E Genesee St,Syracuse,Syracuse,12/27/2015,4:30 p.m.-9:15 a.m.
Robbery,6100 block Route 31,Cicero,Cicero,12/27/2015,11:03 p.m.
Vehicle theft,1600 block Midland Av,Syracuse,Syracuse,12/27/2015,9:30 p.m.-9:40 p.m.
Aggravated assault,100 block Wood Av,Syracuse,Syracuse,12/26/2015,3:45 a.m.
Aggravated assault,2100 block Park St,Syracuse,Syracuse,12/26/2015,11:00 a.m.
Aggravated assault,100 block Latimer Ter,Syracuse,Syracuse,12/26/2015,2:25 p.m.
Aggravated assault,100 block Mary St,Syracuse,Syracuse,12/26/2015,3:40 p.m.-3:43 p.m.
Aggravated assault,3300 block Midland Av,Syracuse,Syracuse,12/26/2015,9:45 p.m.
Aggravated assault,1000 block James St,Syracuse,Syracuse,12/26/2015,4:00 p.m.
Aggravated assault,0 block Destiny Usa Dr,Syracuse,Syracuse,12/26/2015,7:59 p.m.
Burglary,5000 block Bergenfield Way,Fayetteville,DeWitt,12/26/2015,12:00 p.m.-9:18 p.m.
Burglary,300 block Pleasant St,Manlius,Manlius,12/26/2015,7:15 p.m.-7:43 p.m.
Burglary,800 block Lancaster Av,Syracuse,Syracuse,12/26/2015,10:35 p.m.-10:40 p.m.
Burglary,1200 block E Water St,Syracuse,Syracuse,12/26/2015,11:52 a.m.
Burglary,100 block E Fayette St,Syracuse,Syracuse,12/26/2015,6:49 p.m.
Larceny,9100 block E Mud Lake Rd,Baldwinsville,Onondaga County,12/26/2015,12:00 a.m.-11:00 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,12/26/2015,3:49 p.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,12/26/2015,2:50 p.m.-3:02 p.m.
Larceny,4200 block James St,East Syracuse,DeWitt,12/26/2015,2:48 p.m.
Larceny,5800 block Bridge St,East Syracuse,DeWitt,12/26/2015,1:20 p.m.-1:34 p.m.
Larceny,4200 block Streamwood Dr,Liverpool,Onondaga County,12/26/2015,11:00 p.m.-3:40 p.m.
Larceny,100 block Campbell Rd,Mattydale,Onondaga County,12/26/2015,10:00 p.m.-5:00 a.m.
Larceny,5500 block Bear Rd,N Syracuse,Onondaga County,12/26/2015,12:00 p.m.-12:30 p.m.
Larceny,1100 block W Onondaga St,Syracuse,Syracuse,12/26/2015,1:00 a.m.-2:00 a.m.
Larceny,1700 block Grant Blvd,Syracuse,Syracuse,12/26/2015,3:35 a.m.
Larceny,700 block Livingston Av,Syracuse,Syracuse,12/26/2015,9:00 a.m.-9:30 a.m.
Larceny,400 block Churchill Av,Syracuse,Syracuse,12/26/2015,1:00 p.m.-11:00 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/26/2015,1:50 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Geddes,12/26/2015,3:50 p.m.-4:00 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,12/26/2015,6:08 p.m.
Larceny,300 block Elm St,Syracuse,Syracuse,12/26/2015,3:00 p.m.-10:00 a.m.
Larceny,2200 block Burnet Av,Syracuse,Syracuse,12/26/2015,12:00 p.m.
Larceny,100 block E Warrington Rd,Syracuse,Syracuse,12/26/2015,11:45 a.m.-1:10 p.m.
Larceny,300 block E Onondaga St,Syracuse,Syracuse,12/26/2015,6:15 p.m.-9:15 p.m.
Larceny,300 block N Clinton St,Syracuse,Syracuse,12/26/2015,11:30 p.m.
Robbery,300 block N Clinton St,Syracuse,Syracuse,12/26/2015,2:44 a.m.-2:47 a.m.
Aggravated assault,500 block Prospect Av,Syracuse,Syracuse,12/25/2015,9:31 p.m.
Aggravated assault,100 block W Fayette St,Syracuse,Syracuse,12/25/2015,11:45 p.m.
Arson,500 block Kirk Park Dr,Syracuse,Syracuse,12/25/2015,12:29 p.m.
Burglary,200 block Polk St,Syracuse,Syracuse,12/25/2015,7:50 a.m.
Burglary,100 block E Washington St,Syracuse,Syracuse,12/25/2015,1:05 p.m.
Burglary,100 block E Washington St,Syracuse,Syracuse,12/25/2015,1:05 p.m.
Burglary,200 block S Warren St,Syracuse,Syracuse,12/25/2015,1:05 p.m.
Burglary,1000 block Butternut St,Syracuse,Syracuse,12/25/2015,5:00 p.m.-10:00 p.m.
Burglary,300 block Highland Av,Syracuse,Syracuse,12/25/2015,2:30 a.m.-7:30 a.m.
Larceny,8400 block Chinkapin Cir,Cicero,Cicero,12/25/2015,9:00 p.m.
Larceny,8400 block Oswego Rd,Clay,Onondaga County,12/25/2015,1:51 p.m.-1:55 p.m.
Larceny,100 block Hunt Dr,Fayetteville,Manlius,12/25/2015,1:00 a.m.-1:30 a.m.
Larceny,100 block Hunt Dr,Fayetteville,Manlius,12/25/2015,1:00 a.m.-1:10 a.m.
Larceny,6200 block Danbury Dr,Jamesville,DeWitt,12/25/2015,11:50 p.m.-1:30 a.m.
Larceny,5900 block E Seneca Tpke,Jamesville,Onondaga County,12/25/2015,3:00 p.m.-3:45 p.m.
Larceny,900 block E Molloy Rd,Mattydale,Onondaga County,12/25/2015,3:29 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/25/2015,10:15 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/25/2015,10:15 a.m.
Larceny,900 block Butternut St,Syracuse,Syracuse,12/25/2015,11:30 a.m.-12:25 a.m.
Larceny,0 block Walsh Cir,Syracuse,Syracuse,12/25/2015,7:50 a.m.-8:05 a.m.
Larceny,100 block Ruskin Av,Syracuse,Syracuse,12/25/2015,1:00 a.m.-8:00 a.m.
Larceny,100 block Smith Ln,Syracuse,Syracuse,12/25/2015,9:30 p.m.-11:30 a.m.
Larceny,4200 block Woodstock Way,Syracuse,Onondaga County,12/25/2015,5:00 p.m.-10:00 a.m.
Larceny,100 block Wickson Rd,Syracuse,Camillus,12/25/2015,7:30 a.m.-6:45 p.m.
Robbery,500 block Pond St,Syracuse,Syracuse,12/25/2015,3:10 a.m.
Aggravated assault,100 block Stinson St,Geddes,Geddes,12/24/2015,1:45 a.m.-1:48 a.m.
Aggravated assault,100 block Kenmore St,Syracuse,Solvay,12/24/2015,2:10 a.m.
Aggravated assault,1200 block Avery Av,Syracuse,Syracuse,12/24/2015,5:37 p.m.
Burglary,200 block Bailey St,Syracuse,Solvay,12/24/2015,7:00 a.m.-8:00 a.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,12/24/2015,4:15 p.m.-4:45 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,12/24/2015,4:15 p.m.-4:45 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,12/24/2015,3:00 p.m.-3:10 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,12/24/2015,1:17 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,12/24/2015,6:57 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,12/24/2015,11:00 a.m.-11:04 a.m.
Larceny,100 block Towne Dr,Fayetteville,Manlius,12/24/2015,12:00 p.m.
Larceny,900 block Hawley Av,Syracuse,Syracuse,12/24/2015,9:30 a.m.-8:30 a.m.
Larceny,900 block Hawley Av,Syracuse,Syracuse,12/24/2015,9:30 a.m.-8:30 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/24/2015,8:22 a.m.
Larceny,800 block Maryland Av,Syracuse,Syracuse,12/24/2015,7:00 p.m.-9:18 a.m.
Larceny,200 block Second St,Syracuse,Solvay,12/24/2015,10:31 a.m.-8:00 a.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,12/24/2015,3:15 p.m.
Larceny,2400 block James St,Syracuse,Syracuse,12/24/2015,10:45 p.m.
Larceny,4900 block Limehill Dr,Syracuse,Onondaga County,12/24/2015,5:00 p.m.-6:30 a.m.
Larceny,4700 block Rushmore Dr,Syracuse,Onondaga County,12/24/2015,11:15 p.m.-6:30 a.m.
Larceny,700 block Wolf St,Syracuse,Syracuse,12/24/2015,3:49 p.m.-11:27 p.m.
Larceny,200 block Nichols Av,Syracuse,Syracuse,12/24/2015,12:00 p.m.
Larceny,600 block Plymouth Dr,Syracuse,Syracuse,12/24/2015,1:10 a.m.-6:10 a.m.
Larceny,800 block Spencer St,Syracuse,Syracuse,12/24/2015,6:00 p.m.-7:00 a.m.
Vehicle theft,900 block Highland St,Syracuse,Syracuse,12/24/2015,5:00 a.m.-9:06 a.m.
Vehicle theft,4200 block Colorado Run,Syracuse,Onondaga County,12/24/2015,10:00 p.m.-6:50 a.m.
Vehicle theft,1200 block Wolf St,Syracuse,Onondaga County,12/24/2015,3:15 a.m.
Aggravated assault,100 block Genesee Park Dr,Syracuse,Syracuse,12/23/2015,1:55 p.m.
Aggravated assault,100 block S Carbon St,Syracuse,Syracuse,12/23/2015,7:30 p.m.-7:43 p.m.
Burglary,0 block Candlelight Cir,Liverpool,Onondaga County,12/23/2015,3:00 p.m.-8:10 p.m.
Burglary,100 block Roney Ln,Syracuse,Syracuse,12/23/2015,1:00 p.m.-6:00 p.m.
Burglary,200 block N Townsend St,Syracuse,Syracuse,12/23/2015,6:00 p.m.-6:20 p.m.
Burglary,100 block Lexington Av,Syracuse,Syracuse,12/23/2015,1:00 p.m.-8:00 p.m.
Burglary,1300 block Butternut St,Syracuse,Syracuse,12/23/2015,1:20 p.m.-11:19 p.m.
Burglary,900 block State Fair Blvd,Syracuse,Geddes,12/23/2015,4:32 a.m.
Larceny,0 block E Genesee St,Baldwinsville,Baldwinsville,12/23/2015,12:30 p.m.
Larceny,9400 block Chalkstone Crse,Brewerton,Onondaga County,12/23/2015,4:30 a.m.
Larceny,8500 block Button Rd,Cicero,Onondaga County,12/23/2015,12:00 p.m.
Larceny,8500 block Button Rd,Cicero,Onondaga County,12/23/2015,12:00 p.m.
Larceny,7900 block Brewerton Rd,Cicero,Cicero,12/23/2015,5:55 p.m.-6:24 p.m.
Larceny,3400 block Erie Blvd E,DeWitt,DeWitt,12/23/2015,5:25 p.m.-5:30 p.m.
Larceny,1000 block Kinne St,East Syracuse,DeWitt,12/23/2015,12:00 p.m.
Larceny,1000 block Kinne St,East Syracuse,DeWitt,12/23/2015,12:00 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,12/23/2015,5:30 p.m.
Larceny,1000 block Fourth St,Liverpool,Liverpool,12/23/2015,6:00 p.m.-2:30 p.m.
Larceny,4200 block Streamwood Dr,Liverpool,Onondaga County,12/23/2015,8:13 a.m.-7:00 p.m.
Larceny,1300 block E Fayette St,Syracuse,Syracuse,12/23/2015,1:25 p.m.
Larceny,1300 block E Fayette St,Syracuse,Syracuse,12/23/2015,1:25 p.m.
Larceny,2400 block James St,Syracuse,Syracuse,12/23/2015,1:10 a.m.
Larceny,200 block N Huron Av,Syracuse,Geddes,12/23/2015,7:00 p.m.-1:10 a.m.
Larceny,5900 block S Salina St,Syracuse,Onondaga County,12/23/2015,11:30 a.m.
Larceny,200 block Pond St,Syracuse,Syracuse,12/23/2015,3:15 p.m.-4:00 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/23/2015,5:42 p.m.
Larceny,100 block Sunnyside Park Rd,Syracuse,Syracuse,12/23/2015,3:00 p.m.-10:00 a.m.
Larceny,4100 block S Salina St,Syracuse,Syracuse,12/23/2015,4:20 p.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,12/23/2015,9:15 p.m.
Larceny,100 block Remington Av,Syracuse,Syracuse,12/23/2015,12:10 p.m.-9:10 a.m.
Larceny,100 block Crawford Av,Syracuse,Syracuse,12/23/2015,5:00 p.m.-7:00 a.m.
Burglary,400 block Westbrook Hills Dr,Syracuse,Onondaga County,12/22/2015,11:00 a.m.-8:00 a.m.
Burglary,200 block Genesee Park Dr,Syracuse,Syracuse,12/22/2015,8:00 a.m.-2:20 p.m.
Burglary,0 block Destiny Usa Dr,Syracuse,Syracuse,12/22/2015,7:10 p.m.
Burglary,100 block Grove St,Syracuse,Syracuse,12/22/2015,7:52 p.m.
Burglary,400 block Hixson Av,Syracuse,Syracuse,12/22/2015,3:20 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,12/22/2015,1:38 p.m.
Larceny,3600 block Erie Blvd E,DeWitt,DeWitt,12/22/2015,3:30 p.m.
Larceny,6800 block Edinger Dr,Fayetteville,DeWitt,12/22/2015,12:53 p.m.-2:15 p.m.
Larceny,300 block Towne Dr,Fayetteville,Manlius,12/22/2015,2:09 p.m.-6:38 p.m.
Larceny,6800 block E Genesee St,Fayetteville,DeWitt,12/22/2015,4:30 p.m.-6:30 p.m.
Larceny,100 block Iroquois Ln,Liverpool,Liverpool,12/22/2015,9:00 p.m.-5:45 a.m.
Larceny,900 block Fourth St,Liverpool,Liverpool,12/22/2015,10:00 p.m.-8:40 a.m.
Larceny,7200 block Moss Creek Cir,Liverpool,Onondaga County,12/22/2015,11:00 a.m.-6:00 a.m.
Larceny,5000 block W Seneca Tpke,Syracuse,Onondaga County,12/22/2015,10:00 a.m.-9:30 p.m.
Larceny,200 block Wolf St,Syracuse,Syracuse,12/22/2015,8:30 p.m.-1:45 a.m.
Larceny,800 block Ackerman Av,Syracuse,Syracuse,12/22/2015,7:15 a.m.
Larceny,3100 block E Genesee St,Syracuse,Syracuse,12/22/2015,1:25 p.m.
Larceny,300 block Martin St,Syracuse,Syracuse,12/22/2015,12:00 p.m.-5:45 p.m.
Larceny,200 block Walton St,Syracuse,Syracuse,12/22/2015,3:30 p.m.-3:50 p.m.
Larceny,300 block S Salina St,Syracuse,Syracuse,12/22/2015,12:04 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Geddes,12/22/2015,12:40 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/22/2015,2:28 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/22/2015,4:44 p.m.
Larceny,100 block Stafford Av,Syracuse,Syracuse,12/22/2015,12:30 a.m.-8:00 p.m.
Larceny,900 block Glenwood Av,Syracuse,Syracuse,12/22/2015,1:40 a.m.
Larceny,1800 block Grant Blvd,Syracuse,Syracuse,12/22/2015,11:00 p.m.-11:28 p.m.
Robbery,200 block Griffiths St,Syracuse,Syracuse,12/22/2015,6:00 p.m.
Robbery,3100 block Grant Blvd,Syracuse,Syracuse,12/22/2015,10:15 p.m.
Vehicle theft,400 block Silver St,East Syracuse,DeWitt,12/22/2015,10:40 a.m.-11:00 a.m.
Vehicle theft,900 block N Townsend St,Syracuse,Syracuse,12/22/2015,3:00 p.m.-6:30 a.m.
Burglary,5900 block State Route 31,Cicero,Cicero,12/21/2015,9:15 p.m.-10:39 a.m.
Burglary,100 block Crippen Pl,Syracuse,Syracuse,12/21/2015,12:30 p.m.-2:56 a.m.
Burglary,200 block Clifton Pl,Syracuse,Syracuse,12/21/2015,1:00 a.m.-6:30 a.m.
Burglary,1500 block E Genesee St,Syracuse,Syracuse,12/21/2015,8:00 a.m.-3:15 p.m.
Burglary,1000 block Butternut St,Syracuse,Syracuse,12/21/2015,7:15 a.m.-4:45 p.m.
Burglary,1900 block E Genesee St,Syracuse,Syracuse,12/21/2015,4:00 p.m.-7:50 p.m.
Burglary,400 block Seventh North St,Syracuse,Syracuse,12/21/2015,8:30 a.m.-12:00 p.m.
Larceny,100 block Barclay Rd,Camillus,Camillus,12/21/2015,8:00 a.m.-8:04 a.m.
Larceny,5800 block Carmenica Dr,Cicero,Cicero,12/21/2015,10:58 a.m.-11:15 a.m.
Larceny,6400 block Route 31,Cicero,Onondaga County,12/21/2015,12:00 p.m.
Larceny,4100 block Route 31,Clay,Onondaga County,12/21/2015,5:00 p.m.-5:10 p.m.
Larceny,3100 block Erie Blvd E,DeWitt,DeWitt,12/21/2015,10:53 a.m.-11:25 a.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,12/21/2015,6:20 p.m.-6:25 p.m.
Larceny,300 block N Manlius St,Fayetteville,Manlius,12/21/2015,2:30 p.m.-5:00 p.m.
Larceny,300 block N Manlius St,Fayetteville,Manlius,12/21/2015,2:30 p.m.-5:00 p.m.
Larceny,0 block Galloway Dr,Liverpool,Onondaga County,12/21/2015,10:00 p.m.
Larceny,4400 block Route 80,Nedrow,Onondaga County,12/21/2015,7:00 a.m.-3:00 p.m.
Larceny,4400 block Route 80,Nedrow,Onondaga County,12/21/2015,7:00 a.m.-3:00 p.m.
Larceny,500 block Garfield Av,Syracuse,Syracuse,12/21/2015,9:54 a.m.-10:00 a.m.
Larceny,500 block Garfield Av,Syracuse,Syracuse,12/21/2015,9:54 a.m.-10:00 a.m.
Larceny,300 block Beecher St,Syracuse,Syracuse,12/21/2015,11:00 p.m.-5:10 a.m.
Larceny,900 block Spencer St,Syracuse,Syracuse,12/21/2015,5:00 p.m.-7:00 a.m.
Larceny,0 block Route 11 At Exit 16,Syracuse,Onondaga County,12/21/2015,7:20 a.m.-3:45 p.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,12/21/2015,4:33 p.m.-4:35 p.m.
Larceny,3500 block W Genesee St,Syracuse,Camillus,12/21/2015,2:15 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/21/2015,11:08 p.m.-11:43 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,12/21/2015,8:27 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/21/2015,8:00 p.m.
Larceny,4000 block New Court Av,Syracuse,DeWitt,12/21/2015,2:30 a.m.-2:00 a.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,12/21/2015,7:00 p.m.
Robbery,6100 block Route 31,Cicero,Cicero,12/21/2015,10:20 p.m.
Robbery,900 block N Salina St,Syracuse,Syracuse,12/21/2015,11:40 p.m.
Vehicle theft,4200 block S Salina St,Syracuse,Syracuse,12/21/2015,2:22 a.m.
Aggravated assault,800 block Avery Av,Syracuse,Syracuse,12/20/2015,2:45 a.m.-2:51 a.m.
Aggravated assault,100 block Village Dr,Syracuse,Syracuse,12/20/2015,2:00 p.m.
Aggravated assault,1000 block Bellevue Av,Syracuse,Syracuse,12/20/2015,9:57 p.m.
Burglary,100 block E Fayette St,Syracuse,Syracuse,12/20/2015,12:38 a.m.
Burglary,800 block Bear St,Syracuse,Syracuse,12/20/2015,10:00 p.m.-3:30 a.m.
Burglary,200 block N Geddes St,Syracuse,Syracuse,12/20/2015,7:30 p.m.-3:30 a.m.
Burglary,200 block Mariposa St,Syracuse,Syracuse,12/20/2015,4:45 p.m.-8:03 p.m.
Burglary,4800 block Mcdonald Rd,Syracuse,Onondaga County,12/20/2015,11:45 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,12/20/2015,11:05 a.m.
Larceny,8100 block Trolleys End,Cicero,Cicero,12/20/2015,5:00 p.m.
Larceny,8100 block Trolleys End,Cicero,Cicero,12/20/2015,5:00 p.m.
Larceny,6400 block Basile Row,E Syracuse,DeWitt,12/20/2015,5:00 p.m.-5:15 p.m.
Larceny,3900 block Route 31,Liverpool,Onondaga County,12/20/2015,9:45 p.m.
Larceny,0 block W Genesee St,Skaneateles,Skaneateles,12/20/2015,8:30 a.m.-2:00 p.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,12/20/2015,11:00 p.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,12/20/2015,11:00 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/20/2015,11:00 a.m.-11:04 a.m.
Larceny,900 block S Townsend St,Syracuse,Syracuse,12/20/2015,11:30 a.m.-12:00 p.m.
Larceny,100 block Parkside Av,Syracuse,Syracuse,12/20/2015,8:00 a.m.-12:00 p.m.
Larceny,400 block Butternut St,Syracuse,Syracuse,12/20/2015,3:00 p.m.
Larceny,600 block N Clinton St,Syracuse,Syracuse,12/20/2015,4:00 p.m.-3:00 p.m.
Larceny,700 block Wolf St,Syracuse,Syracuse,12/20/2015,12:15 p.m.-5:48 p.m.
Larceny,900 block South Av,Syracuse,Syracuse,12/20/2015,10:00 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/20/2015,5:56 p.m.
Larceny,200 block Mather St,Syracuse,Syracuse,12/20/2015,12:01 p.m.-9:15 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/20/2015,4:10 p.m.
Larceny,4600 block Onondaga Blvd,Syracuse,Syracuse,12/20/2015,1:00 a.m.-8:00 a.m.
Robbery,5300 block W Genesee St,Camillus,Camillus,12/20/2015,1:40 a.m.
Aggravated assault,400 block S Collingwood Av,Syracuse,Syracuse,12/19/2015,10:00 p.m.-10:17 p.m.
Aggravated assault,1600 block W Genesee St,Syracuse,Syracuse,12/19/2015,10:19 p.m.
Arson,300 block Glendale Av,Liverpool,Onondaga County,12/19/2015,4:02 a.m.
Burglary,5800 block Mckinley Rd,Cicero,Onondaga County,12/19/2015,12:00 p.m.-12:14 p.m.
Burglary,500 block Clarendon St,Syracuse,Syracuse,12/19/2015,10:50 p.m.-1:50 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,12/19/2015,3:27 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,12/19/2015,7:56 p.m.
Larceny,7900 block Brewerton Rd,Cicero,Cicero,12/19/2015,9:15 a.m.-9:20 a.m.
Larceny,8500 block Brewerton Rd,Cicero,Cicero,12/19/2015,9:00 a.m.-10:30 a.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,12/19/2015,8:50 p.m.-9:05 p.m.
Larceny,3400 block Erie Blvd E,DeWitt,DeWitt,12/19/2015,4:00 a.m.-4:02 a.m.
Larceny,300 block Easterly Ter,DeWitt,DeWitt,12/19/2015,8:00 p.m.-8:30 a.m.
Larceny,6500 block Baptist Way,DeWitt,DeWitt,12/19/2015,12:40 p.m.-3:30 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,12/19/2015,5:50 p.m.
Larceny,100 block Huntleigh Av,Fayetteville,Manlius,12/19/2015,9:30 p.m.-3:00 a.m.
Larceny,100 block Huntleigh Av,Fayetteville,Manlius,12/19/2015,12:00 a.m.-3:05 a.m.
Larceny,100 block Huntleigh Av,Fayetteville,Manlius,12/19/2015,11:59 p.m.-11:30 a.m.
Larceny,5400 block N Burdick St,Fayetteville,Manlius,12/19/2015,12:00 p.m.
Larceny,8400 block Warbler Way,Liverpool,Onondaga County,12/19/2015,9:00 a.m.-5:00 p.m.
Larceny,300 block Dewitt Rd,Syracuse,Syracuse,12/19/2015,3:00 p.m.-10:30 a.m.
Larceny,200 block Erregger Rd,Syracuse,DeWitt,12/19/2015,10:00 p.m.-2:30 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,12/19/2015,4:50 p.m.
Larceny,0 block Ball Rd,Syracuse,Onondaga County,12/19/2015,12:00 p.m.-4:30 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/19/2015,5:40 p.m.
Larceny,5000 block W Seneca Tpke,Syracuse,Onondaga County,12/19/2015,6:18 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/19/2015,6:00 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,12/19/2015,2:40 p.m.
Larceny,2100 block E Fayette St,Syracuse,Syracuse,12/19/2015,10:00 p.m.
Larceny,1000 block Harrison St,Syracuse,Syracuse,12/19/2015,1:50 p.m.
Larceny,800 block Ackerman Av,Syracuse,Syracuse,12/19/2015,12:00 p.m.-1:55 p.m.
Larceny,2100 block Park St,Syracuse,Onondaga County,12/19/2015,12:30 p.m.-12:35 p.m.
Vehicle theft,300 block Greenwood Pl,Syracuse,Syracuse,12/19/2015,2:00 a.m.-10:00 a.m.
Vehicle theft,300 block Woodbine Av,Syracuse,Syracuse,12/19/2015,8:05 p.m.-8:15 p.m.
Aggravated assault,400 block Shonnard St,Syracuse,Syracuse,12/18/2015,11:45 p.m.
Burglary,100 block Mclennan Av,Syracuse,Syracuse,12/18/2015,12:00 a.m.-8:17 a.m.
Burglary,2200 block S Salina St,Syracuse,Syracuse,12/18/2015,3:00 p.m.-10:00 a.m.
Burglary,500 block Park Av,Syracuse,Syracuse,12/18/2015,4:00 p.m.-7:00 a.m.
Burglary,1900 block S Salina St,Syracuse,Syracuse,12/18/2015,2:00 p.m.-12:30 p.m.
Larceny,500 block Kinne St,East Syracuse,DeWitt,12/18/2015,9:00 a.m.
Larceny,3900 block Bufflehead Ln,Liverpool,Onondaga County,12/18/2015,6:45 p.m.-7:15 p.m.
Larceny,3800 block Route 31,Liverpool,Onondaga County,12/18/2015,9:30 p.m.
Larceny,4000 block Underbrush Trl,Liverpool,Onondaga County,12/18/2015,12:00 a.m.
